gs_row,outcome,study_id,title,main_aim_of_study,intervention,intervention_type,intervention_grouping,arm,ad_class,ad_dose_numerical_fixed_amount_range_or_mean_dose,ad_dose_categorised,dose_schedule,length_of_study_start_to_post_intervention,pain_condition,general_pain_grouping,iasp_pain_grouping,minimum_pain_inclusion,design,imputation_method,scale,timepoint,follow_up_timepoint,mean,sd,se,median,ci_lower,ci_upper,iqr_lower,iqr_higher,n,r,r_percent,change_score,adverse_events_definition,stats_notes,study_notes,date_checked,remove_row_for_mood_analysis,intervention_category,direction_of_improvement,outcome_nma,outcome_label,model_type,model_text,outcome_all,time_no_change
1293,adverse,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,16,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
1294,adverse,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,18,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
1295,adverse_dropout,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1296,adverse_dropout,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1297,withdrawal,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,22,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1298,withdrawal,ginsberg 1998,a pilot randomized placebo-controlled study of pirlindole in the treatment of primary fibromyalgia,pain,pirlindole,antidepressant,antidepressant,pirlindole 150mg,maoi_rev,150mg,low,fixed,4 weeks,fibromyalgia,fibromyalgia,primary,≥11/18 tender points,parallel,not reported,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,17,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1299,serious_adverse,glaxosmithkline 2005,"treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
1300,serious_adverse,glaxosmithkline 2005,"treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",pain,paroxetine,antidepressant,antidepressant,paroxetine 20mg,ssri,20mg,low,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
1301,adverse_dropout,glaxosmithkline 2005,"treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1302,adverse_dropout,glaxosmithkline 2005,"treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",pain,paroxetine,antidepressant,antidepressant,paroxetine 20mg,ssri,20mg,low,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1303,withdrawal,glaxosmithkline 2005,"treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1304,withdrawal,glaxosmithkline 2005,"treatment of fibromyalgia: a randomized, double-blind, placebo-controlled study of paroxetine, a selective serotonin re-uptake inhibitor.",pain,paroxetine,antidepressant,antidepressant,paroxetine 20mg,ssri,20mg,low,fixed,8 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,8,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1305,adverse_dropout,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,amitriptyline + naproxen,combined antidepressant intervention,antidepressant,amitriptyline 25mg + naproxen 1000mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1306,adverse_dropout,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,naproxen,nsaid,non-antidepressant pharmacological,naproxen 100mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1307,adverse_dropout,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1308,adverse_dropout,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
1309,withdrawal,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,amitriptyline + naproxen,combined antidepressant intervention,antidepressant,amitriptyline 25mg + naproxen 1000mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1310,withdrawal,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,naproxen,nsaid,non-antidepressant pharmacological,naproxen 100mg,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,FALSE,NA,NA,NA,NA,NA,non_ad_pharm,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1311,withdrawal,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1312,withdrawal,goldenberg 1986,"a randomized, controlled trial of amitriptyline and naproxen in the treatment of patients with fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥4 on 10nrs,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
1313,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,baseline,NA,57.3,17.6,3.161053315671239,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,qol,quality of life,smd,standardised mean diference,qol,baseline
1314,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,baseline,NA,57.3,17.6,3.161053315671239,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,baseline
1315,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,fluoxetine,antidepressant,antidepressant,fluoxetine 20mg,ssri,20mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,baseline,NA,57.3,17.6,3.161053315671239,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,baseline
1316,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline + fluoxetine,combined antidepressant intervention,antidepressant,amitriptyline 25mg + fluoxetine 20mg,tca + ssri,25mg + 20mg,low,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,baseline,NA,57.3,17.6,3.161053315671239,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,baseline
1317,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,post_int,NA,58.5,17.1,3.9230090491866063,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
1318,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,post_int,NA,52.3,22.9,4.997189686404226,NA,NA,NA,NA,NA,21,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
1319,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,fluoxetine,antidepressant,antidepressant,fluoxetine 20mg,ssri,20mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,post_int,NA,47.6,19.8,4.221374183841086,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
1320,qol,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline + fluoxetine,combined antidepressant intervention,antidepressant,amitriptyline 25mg + fluoxetine 20mg,tca + ssri,25mg + 20mg,low,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,fibromyalgia impact questionnaire total score,post_int,NA,38,21.2,4.863613558055909,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
1321,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68.4,20.4,3.663948161346208,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1322,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68.4,20.4,3.663948161346208,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1323,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,fluoxetine,antidepressant,antidepressant,fluoxetine 20mg,ssri,20mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68.4,20.4,3.663948161346208,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1324,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline + fluoxetine,combined antidepressant intervention,antidepressant,amitriptyline 25mg + fluoxetine 20mg,tca + ssri,25mg + 20mg,low,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68.4,20.4,3.663948161346208,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
1325,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,post_int,NA,81.5,16.5,3.785359608864269,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1326,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,post_int,NA,64.4,28.3,6.1755662936785845,NA,NA,NA,NA,NA,21,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1327,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,fluoxetine,antidepressant,antidepressant,fluoxetine 20mg,ssri,20mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,post_int,NA,57.5,25.7,5.479258410339188,NA,NA,NA,NA,NA,22,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1328,pain_int,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline + fluoxetine,combined antidepressant intervention,antidepressant,amitriptyline 25mg + fluoxetine 20mg,tca + ssri,25mg + 20mg,low,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,post_int,NA,42.9,28.5,6.717514421272202,NA,NA,NA,NA,NA,18,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
1329,sleep,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68,26.6,4.777501033912213,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1330,sleep,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline,antidepressant,antidepressant,amitriptyline 25mg,tca,25mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68,26.6,4.777501033912213,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1331,sleep,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,fluoxetine,antidepressant,antidepressant,fluoxetine 20mg,ssri,20mg,standard,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68,26.6,4.777501033912213,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
1332,sleep,goldenberg 1996,"a randomized, double-blind crossover trial of fluoxetine and amitriptyline in the treatment of fibromyalgia",pain,amitriptyline + fluoxetine,combined antidepressant intervention,antidepressant,amitriptyline 25mg + fluoxetine 20mg,tca + ssri,25mg + 20mg,low,fixed,6 weeks,fibromyalgia,fibromyalgia,primary,≥30 on 100vas,crossover,completer analysis,0-100 vas,baseline,NA,68,26.6,4.777501033912213,NA,NA,NA,NA,NA,31,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,sleep,sleep,smd,standardised mean diference,sleep,baseline
