Outcome,Study ID,Title,Main aim of study,Intervention,Intervention type,Intervention grouping,Arm,AD class,"AD dose numerical (fixed amount, range or mean dose)",AD dose categorised,Dose schedule,Length of study (start to post-intervention),Pain condition,General pain grouping,IASP pain grouping,Minimum pain inclusion?,Design,Imputation method,Scale,Timepoint,Follow up timepoint,mean,sd,se,median,ci lower,ci upper,iqr lower,iqr higher,n,r,r%,Change score,Adverse events definition,Stats notes,Study notes,Date checked,Remove row for mood analysis,Funded by pharma?,Sequence generation,Allocation concealment,Blinding of participants and personnel,Blinding of outcome assessors,Incomplete outcome data,Selective outcome reporting,Other sources of bias
physical,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Completer analysis,Pain Disability Index,Post_int,NA,26,18,NA,NA,NA,NA,NA,NA,12,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
physical,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Milnacipran,Antidepressant,Antidepressant,Milnacipran 100-200mg,SNRI,100-200mg,High,Flexible,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Completer analysis,Pain Disability Index,Post_int,NA,15,10,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
adverse,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
adverse,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Milnacipran,Antidepressant,Antidepressant,Milnacipran 100-200mg,SNRI,100-200mg,High,Flexible,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,9,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
serious_adverse,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
serious_adverse,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Milnacipran,Antidepressant,Antidepressant,Milnacipran 100-200mg,SNRI,100-200mg,High,Flexible,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
withdrawal,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
withdrawal,NCT 2011,Milnacipran for Chronic Pain in Knee Osteoarthritis.,Pain,Milnacipran,Antidepressant,Antidepressant,Milnacipran 100-200mg,SNRI,100-200mg,High,Flexible,8 weeks,Osteoarthritis,Musculoskeletal,Musculoskeletal,≥4 on 10NRS,Parallel,Randomized population,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Baseline,NA,4.4,2.1,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Baseline,NA,4.7,2.2,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Baseline,NA,5,1.8,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Baseline,NA,4.5,2.2,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Post_int,NA,2.7,2.1,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Post_int,NA,2.8,2.6,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Post_int,NA,2.8,2.1,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Post_int,NA,2,1.4,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,3 months,2.4,2.2,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,3 months,2.1,1.6,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,3 months,2.5,2.1,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,3 months,2.2,2.1,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,6 months,2,2.1,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,6 months,2,1.7,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,6 months,2.2,2.5,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
pain_int,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,0-10 Numerical Rating Scale,Follow_up,6 months,1.4,1.6,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Baseline,NA,49.2,9.3,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Baseline,NA,50.5,8.1,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Baseline,NA,48,8.9,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Baseline,NA,51.2,8.8,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Post_int,NA,48.4,8.1,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Post_int,NA,50.8,10.4,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Post_int,NA,53.3,10.6,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Post_int,NA,52.6,10,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,3 months,50.2,8.7,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,3 months,51.5,8.9,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,3 months,53.8,10.1,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,3 months,52.6,10,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,6 months,53.3,12.8,NA,NA,NA,NA,NA,NA,33,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + cognitive behavioural therapy,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + cognitive behavioural therapy,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,6 months,52.2,7.8,NA,NA,NA,NA,NA,NA,38,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Disease management,Education,Non-pharmacological,Disease management,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,6 months,53.6,7.3,NA,NA,NA,NA,NA,NA,19,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
mood_overall,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Nortriptyline + disease management,Combined antidepressant intervention,Antidepressant,Nortriptyline 25-150mg + disease management,TCA,25-150mg,Unable to be categorised,Flexible,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,SF-36 Mental Component Score,Follow_up,6 months,52.3,7.2,NA,NA,NA,NA,NA,NA,26,NA,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
adverse,NCT2003,Comparison of Psychological and Pharmacological Treatments for Pain Due to Temporomandibular Joint Disorder (TMD),Pain,Cognitive behavioural therapy,Psychological therapy,Non-pharmacological,Cognitive behavioural therapy,N/A,N/A,N/A,N/A,8 weeks,Temporomandibular disorder,Musculoskeletal,Musculoskeletal,No,Parallel,Completer analysis,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,24,NA,FALSE,NA,NA,Trial registry only - no published papers,NA,NA,No,Unclear,Unclear,Unclear,Unclear,High,High,High
